Name,Team,G,PA,AB,H,HR,R,RBI,SB,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,wRC+,BB%,K%,xBA,xSLG,xwOBA,HardHit%,Barrel%,EV,LA,maxEV,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,K:BB,Rank
Royce Lewis,MIN,82,309,283,65,10,31,39,3,0.23,0.288,0.389,0.677,0.159,0.25,0.295,86,7.8,17.8,0.253,0.424,0.318,40.9,9.6,90.1,17.5,113.7,49.6,32.6,17.8,18.7,47.4,33.9,2.28,207
Tommy Edman,LAD,86,332,303,69,12,43,44,3,0.228,0.281,0.396,0.677,0.168,0.239,0.293,86,5.4,17.2,0.272,0.418,0.326,37.5,4.4,87.7,11.6,108.6,40.2,37.8,21.9,18.7,52.6,28.7,3.19,208
Ozzie Albies,ATL,139,590,533,127,14,63,62,12,0.238,0.307,0.36,0.667,0.122,0.261,0.294,86,8.5,15.1,0.244,0.366,0.299,31.1,4.3,87.5,18.5,109.9,51.7,32.9,15.4,17.2,56.99999999999999,25.7,1.78,209
Brooks Lee,MIN,118,447,413,101,14,43,57,2,0.245,0.293,0.383,0.676,0.138,0.268,0.295,86,5.8,17.4,0.248,0.393,0.303,38.6,6.2,88.7,13.3,110.3,42.5,34.5,23.0,14.499999999999998,57.49999999999999,28.000000000000004,3.0,210
Carlos Santana,- - -,117,456,397,89,11,49,52,7,0.224,0.316,0.332,0.648,0.108,0.257,0.291,85,11.4,19.1,0.225,0.354,0.299,36.9,5.1,87.5,16.8,112.9,50.3,33.8,15.9,20.4,51.300000000000004,28.300000000000004,1.68,211
Max Kepler,PHI,111,413,362,77,14,51,43,2,0.213,0.299,0.376,0.674,0.163,0.228,0.294,85,10.4,18.4,0.254,0.445,0.338,45.4,11.0,90.9,16.0,109.4,43.3,36.4,20.3,13.699999999999998,48.5,37.8,1.77,212
Chandler Simpson,TBR,89,355,332,96,0,43,22,39,0.289,0.324,0.34,0.664,0.051,0.322,0.294,84,5.1,10.1,0.291,0.334,0.295,15.299999999999999,0.0,83.7,0.1,107.7,29.4,43.8,26.8,20.7,66.2,13.0,1.98,213
Anthony Volpe,NYY,136,539,484,101,19,59,70,16,0.209,0.272,0.401,0.673,0.192,0.24,0.29,84,7.6,24.1,0.238,0.427,0.318,42.3,10.4,89.3,11.6,110.5,37.9,35.4,26.6,16.5,51.4,32.1,3.17,214
Kyle Isbel,KCR,122,371,335,89,4,41,31,4,0.266,0.306,0.37,0.677,0.104,0.321,0.296,84,5.4,18.6,0.231,0.303,0.258,35.6,1.4,87.6,9.3,109.5,39.9,35.9,24.2,22.1,52.7,25.3,3.44,215
Michael Harris II,ATL,137,553,527,132,17,47,77,15,0.25,0.271,0.412,0.683,0.161,0.285,0.291,84,2.5,20.1,0.276,0.442,0.319,43.3,8.0,90.3,7.5,114.1,39.3,39.1,21.6,17.4,52.0,30.599999999999998,8.04,216
Nolan Arenado,STL,96,394,361,85,10,43,43,2,0.235,0.294,0.366,0.66,0.13,0.239,0.286,83,7.1,9.9,0.25,0.373,0.296,33.0,4.0,86.9,19.2,108.3,44.8,30.9,24.4,19.4,57.10000000000001,23.5,1.39,217
Luis Urias,ATH,96,330,287,66,8,27,25,2,0.23,0.315,0.338,0.653,0.108,0.245,0.293,82,9.4,13.600000000000001,0.238,0.352,0.304,28.999999999999996,3.6000000000000005,86.2,14.5,107.4,44.1,35.9,20.0,20.4,51.4,28.199999999999996,1.45,218
Victor Scott II,STL,117,405,351,79,5,50,35,31,0.225,0.313,0.313,0.627,0.088,0.297,0.284,82,9.4,24.4,0.231,0.323,0.291,27.699999999999996,4.2,86.3,14.9,106.7,40.8,31.900000000000002,27.3,15.8,63.800000000000004,20.4,2.6,219
Luis Robert Jr.,CHW,110,431,382,85,14,52,53,33,0.223,0.297,0.364,0.661,0.141,0.274,0.289,82,9.3,26.0,0.256,0.438,0.33,40.8,10.1,89.4,18.2,115.8,45.3,29.2,25.5,16.8,53.6,29.600000000000005,2.8,220
Pedro Pages,STL,100,340,314,72,11,36,44,0,0.229,0.276,0.379,0.655,0.15,0.286,0.284,81,5.3,27.1,0.216,0.364,0.273,39.2,8.4,89.0,13.6,111.7,36.6,29.5,33.9,16.3,54.6,29.100000000000005,5.11,221
Alek Thomas,ARI,122,407,377,94,8,44,35,6,0.249,0.289,0.371,0.66,0.122,0.327,0.288,81,4.2,26.8,0.253,0.39,0.299,40.6,8.3,90.0,5.0,110.3,40.6,37.7,21.7,16.3,48.6,35.1,6.38,222
Eric Wagaman,MIA,122,454,418,99,9,48,45,3,0.237,0.289,0.371,0.659,0.134,0.282,0.288,80,6.800000000000001,20.7,0.263,0.436,0.324,46.0,7.000000000000001,90.7,10.6,113.5,39.0,37.8,23.2,14.6,51.2,34.1,3.04,223
Logan O'Hoppe,LAA,105,401,378,84,19,35,43,2,0.222,0.263,0.397,0.659,0.175,0.28,0.285,79,4.7,31.900000000000002,0.235,0.444,0.309,48.0,13.900000000000002,91.0,17.6,112.4,45.6,31.0,23.4,14.3,44.4,41.3,6.79,224
Matt McLain,CIN,124,498,439,99,13,63,43,16,0.226,0.305,0.346,0.651,0.121,0.292,0.29,79,9.4,27.1,0.222,0.362,0.295,38.9,7.1,88.5,16.1,109.9,33.8,37.3,28.9,16.7,53.400000000000006,29.9,2.88,225
Gabriel Arias,CLE,107,386,351,78,9,36,45,6,0.222,0.281,0.362,0.642,0.14,0.318,0.281,79,6.0,33.4,0.217,0.388,0.293,42.3,11.5,90.1,6.5,112.8,42.3,36.1,21.6,18.1,47.6,34.4,5.57,226
Michael Conforto,LAD,120,418,360,68,10,45,29,1,0.189,0.297,0.328,0.624,0.139,0.235,0.282,79,11.2,25.1,0.239,0.415,0.335,43.2,9.3,90.5,13.9,112.9,40.9,31.5,27.6,14.400000000000002,49.8,35.8,2.24,227
Luis Rengifo,LAA,127,475,438,108,7,50,33,8,0.247,0.297,0.34,0.638,0.094,0.294,0.282,77,6.3,18.9,0.271,0.39,0.312,33.8,5.1,87.5,6.3,109.2,33.8,40.3,25.900000000000002,16.5,57.4,26.1,3.0,228
Nolan Jones,CLE,121,362,316,68,5,33,31,8,0.215,0.305,0.313,0.618,0.098,0.289,0.278,77,10.2,26.5,0.241,0.404,0.322,47.3,8.9,91.0,12.8,112.7,35.7,36.2,28.1,12.9,52.2,34.8,2.6,229
Brenton Doyle,COL,118,464,430,106,14,52,53,15,0.247,0.292,0.398,0.689,0.151,0.302,0.299,76,6.3,24.8,0.26,0.449,0.325,45.6,11.9,90.1,9.9,111.3,44.7,33.4,21.9,15.0,46.3,38.8,3.94,230
Andres Gimenez,TOR,81,302,269,58,7,35,27,12,0.216,0.296,0.323,0.619,0.108,0.242,0.279,76,6.6000000000000005,17.2,0.263,0.381,0.324,28.300000000000004,3.7000000000000006,86.9,9.6,106.6,37.9,38.4,23.7,16.9,61.199999999999996,21.9,2.61,231
Bo Naylor,CLE,105,349,300,53,11,37,31,1,0.177,0.277,0.347,0.623,0.17,0.203,0.276,75,12.0,24.6,0.207,0.379,0.304,35.9,10.0,89.2,21.0,110.6,42.7,35.9,21.4,15.5,55.89999999999999,28.6,2.05,232
Isiah Kiner-Falefa,- - -,120,432,404,106,1,42,35,15,0.262,0.3,0.329,0.629,0.067,0.314,0.279,74,3.9,16.2,0.252,0.312,0.269,26.5,1.5,84.4,3.9,106.3,37.9,38.2,23.8,19.1,60.9,20.0,4.15,233
Dane Myers,MIA,99,318,292,68,6,28,27,17,0.233,0.292,0.325,0.618,0.092,0.292,0.276,72,7.200000000000001,23.6,0.251,0.395,0.308,39.9,7.3,90.4,9.8,108.1,38.5,39.4,22.0,13.8,55.00000000000001,31.2,3.28,234
Angel Martinez,CLE,116,414,386,87,10,48,41,7,0.225,0.261,0.363,0.624,0.137,0.271,0.27,71,3.9,23.2,0.225,0.328,0.259,30.5,3.4000000000000004,87.5,17.5,107.4,49.7,32.9,17.4,13.4,64.4,22.1,5.95,235
Joey Ortiz,MIL,126,439,405,94,7,56,43,11,0.232,0.283,0.326,0.609,0.094,0.26,0.271,71,5.9,14.6,0.252,0.339,0.285,33.2,3.2,85.5,14.2,109.8,30.3,36.7,32.9,26.3,48.0,25.7,2.47,236
Ke'Bryan Hayes,- - -,130,502,469,115,5,47,47,12,0.245,0.293,0.324,0.618,0.079,0.301,0.274,70,5.4,19.7,0.252,0.364,0.292,45.8,4.9,90.1,9.3,109.7,32.6,36.7,30.7,16.7,52.800000000000004,30.5,3.65,237
Jonah Heim,TEX,106,381,349,76,10,31,41,3,0.218,0.271,0.341,0.612,0.123,0.25,0.269,70,6.800000000000001,20.7,0.226,0.354,0.28,34.9,6.5,88.3,13.6,109.6,42.9,35.3,21.8,15.6,59.3,25.1,3.04,238
Jacob Young,WSN,105,326,289,68,1,31,26,14,0.235,0.303,0.287,0.59,0.052,0.288,0.268,69,7.7,16.9,0.268,0.338,0.301,32.9,2.1,87.6,3.5,106.8,29.600000000000005,41.2,29.2,19.8,61.3,18.9,2.19,239
Tyrone Taylor,NYM,109,328,298,65,2,33,25,11,0.218,0.277,0.315,0.592,0.097,0.28,0.262,68,4.9,22.3,0.263,0.374,0.305,34.8,3.9,86.3,19.7,109.5,47.2,30.599999999999998,22.3,21.8,46.3,31.900000000000002,4.55,240
Jordan Walker,STL,91,328,304,67,5,33,34,7,0.22,0.274,0.313,0.587,0.092,0.316,0.261,66,6.4,31.7,0.216,0.372,0.282,49.8,10.4,92.3,10.6,116.5,36.8,41.3,21.9,18.9,45.3,35.8,4.95,241
Taylor Walls,TBR,101,317,282,62,4,36,38,14,0.22,0.28,0.319,0.599,0.099,0.271,0.265,65,8.2,22.1,0.213,0.308,0.262,26.200000000000003,3.2,87.0,15.1,104.5,35.3,33.9,30.8,10.9,63.800000000000004,25.3,2.7,242
Jose Iglesias,SDP,98,304,271,60,1,26,30,4,0.221,0.292,0.266,0.558,0.044,0.265,0.256,64,7.200000000000001,16.1,0.238,0.294,0.274,24.7,0.9000000000000001,83.0,3.7,109.5,25.1,40.1,34.8,24.2,56.8,18.9,2.24,243
Patrick Bailey,SFG,113,382,343,72,3,35,41,1,0.21,0.27,0.297,0.567,0.087,0.301,0.253,61,7.1,30.4,0.204,0.324,0.262,36.9,5.5,88.7,15.6,109.8,36.0,38.6,25.4,15.7,55.50000000000001,28.800000000000004,4.28,244
Santiago Espinal,CIN,109,325,298,73,0,24,16,2,0.245,0.295,0.285,0.58,0.04,0.279,0.261,59,6.5,11.7,0.233,0.296,0.26,25.7,0.8,86.6,15.1,107.4,37.4,37.7,24.9,17.7,61.5,20.8,1.8,245
Trey Sweeney,DET,102,302,274,56,6,35,31,3,0.204,0.265,0.307,0.571,0.102,0.265,0.254,58,7.9,27.500000000000004,0.205,0.31,0.257,36.4,6.7,88.1,11.0,110.8,44.1,37.9,17.9,16.9,48.7,34.4,3.48,246
Michael Toglia,COL,85,329,299,58,11,22,32,3,0.194,0.261,0.361,0.623,0.167,0.287,0.27,56,8.2,38.3,0.208,0.369,0.28,43.4,10.3,89.9,17.7,111.4,44.6,32.6,22.9,13.100000000000001,52.0,34.9,4.67,247
Nick Allen,ATL,128,405,361,80,0,31,21,8,0.222,0.285,0.249,0.534,0.028,0.301,0.245,52,7.400000000000001,24.2,0.22,0.263,0.249,20.8,0.0,84.6,13.5,104.4,32.8,36.1,31.0,22.6,54.400000000000006,23.0,3.27,248
